Program ID,Broad Field,Field,Institution Name,Program Name,Total Faculty (2006),Number of Allocated Faculty (2006),Assistant Professors as a Percent of Total Faculty (2006),Tenured Faculty as a Percent of Total Faculty (2006),Number of Core and New Faculty (2006),Number of Students Enrolled (Fall 2005),Average Annual First Year Enrollment (2002-2006),Percent of Students with Research Assistantships (Fall 2005),Percent of Students with Teaching Assistantships (Fall 2005),Percent of First Year Students with Institutional Fellowships Alone,Percent  of First Year Students with a Combination of Fellowships and Traineeships,Percent of First Year Students with Both Internal Fellowships and Internal Assistantships,Percent of First Year Students with Multiple Internal Assistantships
20062390,Humanities,History,University of Mississippi,History,25,24.5,4%,68%,24,38,8.4,0%,39.4%,,,41.4%,
20025418,Humanities,History,University of Missouri - Columbia,History,26,26,12%,85%,26,37,6.4,0%,48.6%,0%,0%,0%,11.1%
20017332,Humanities,History,University of Nebraska - Lincoln,History,29,25.47,14%,66%,28,34,7.4,13.3%,6.7%,0%,0%,50%,0%
20050658,Humanities,History,University of New Hampshire,History,20,19.63,5%,90%,20,26,3.8,0%,54.2%,0%,0%,0%,0%
20015295,Humanities,History,University of New Mexico Main Campus,History,29,28.44,21%,69%,28,64,7.6,,,,,,
20045320,Humanities,History,University of North Carolina At Chapel Hill,History,76,56.54,11%,89%,57,107,18.8,1%,67%,4.5%,0%,0%,0%
20047344,Humanities,History,University of North Texas,History,24,24,17%,54%,23,34,5.6,0%,65.2%,0%,0%,10%,0%
20035945,Humanities,History,University of Notre Dame,History,42,38.2,17%,67%,35,55,8.6,0%,16.4%,90.9%,0%,0%,0%
20051712,Humanities,History,University of Oklahoma Norman Campus,History of Science,15,9.14,33%,67%,9,7,2.8,0%,66.7%,*,*,*,*
20051709,Humanities,History,University of Oklahoma Norman Campus,History,30,28.58,20%,80%,30,37,5,8.6%,31.4%,0%,0%,0%,66.7%
20043911,Humanities,History,University of Oregon,History,25,25,12%,88%,25,19,4.4,0%,52.6%,0%,0%,50%,0%
20036944,Humanities,History,University of Pennsylvania,History,68,58.69,12%,81%,65,124,19.4,1.7%,27.6%,72.2%,22.2%,0%,0%
20049711,Humanities,History,University of Pittsburgh Pittsburgh Campus,History,36,32.57,8%,81%,33,25,4,0%,44%,50%,0%,0%,0%
20069270,Humanities,History,University of Rochester,History,18,17.25,6%,83%,17,30,5.2,0%,13.8%,100%,0%,0%,0%
20067829,Humanities,History,University of South Carolina Columbia,History,26,25.36,15%,81%,26,38,7.6,3.8%,84.6%,0%,0%,0%,0%
20068187,Humanities,History,University of Southern California,History,45,39.12,13%,84%,40,50,9.2,0%,40%,72.7%,9.1%,0%,0%
20032799,Humanities,History,University of Southern Mississippi,History,22,21.5,18%,59%,21,34,4.8,53.3%,46.7%,0%,0%,0%,0%
20045841,Humanities,History,University of Tennessee,History,43,28.15,16%,70%,28,31,7.2,7.1%,50%,0%,0%,0%,0%
20061582,Humanities,History,University of Texas At Austin,History,60,51.83,27%,73%,57,112,26.6,0%,43.1%,5%,,,
20056131,Humanities,History,University of Texas At Dallas,History of Ideas,12,12,17%,50%,12,164,59,0%,0%,,50%,,
20043539,Humanities,History,University of Toledo,History,17,17,6%,94%,17,24,3,0%,80%,,,,
20047593,Humanities,History,University of Utah,History,45,34.95,20%,78%,35,21,3.8,0%,66.7%,50%,0%,0%,0%
20023290,Humanities,History,University of Virginia,History,51,47.5,14%,90%,44,140,20.6,0%,42%,100%,0%,0%,0%
20059727,Humanities,History,University of Washington,History,84,51.88,13%,87%,54,55,11.6,16.2%,45.9%,25%,0%,0%,0%
20030704,Humanities,History,University of Wisconsin-Madison,History,52,49.32,13%,,51,184,27.4,0%,26.1%,21.2%,0%,0%,0%
20051990,Humanities,History,Vanderbilt University,History,42,30.87,19%,74%,31,39,7,0%,51.5%,100%,0%,0%,0%
20058485,Humanities,History,Washington State University,History,28,23.54,18%,79%,24,26,7,0%,68.2%,0%,0%,0%,0%
20030717,Humanities,History,University of Wisconsin-Madison,History of Science,11,10.58,36%,,11,30,3.6,23.3%,40%,33.3%,0%,0%,0%
20069885,Humanities,History,Washington University In St. Louis,History,32,26.03,34%,59%,27,39,5.4,0%,34.2%,70%,,,
20021616,Humanities,History,Wayne State University,History,24,21,4%,67%,18,21,5.4,0%,81.8%,0%,0%,0%,0%
20044088,Humanities,History,Western Michigan University,History,30,26.81,7%,80%,26,23,4.6,0%,100%,0%,0%,0%,0%
20063564,Humanities,History,Yale University,History of Medicine & Science,16,6.8,19%,75%,11,18,3,0%,0%,100%,0%,0%,0%
20059015,Humanities,"History of Art, Architecture and Archaeology",Boston University,Art History,18,16.24,33%,61%,18,35,5.4,10%,6.7%,0%,0%,50%,0%
20018360,Humanities,"History of Art, Architecture and Archaeology",Brown University,History of Art and Architecture,28,11.73,4%,29%,9,31,6,3.2%,29%,100%,0%,0%,0%
20063548,Humanities,History,Yale University,History,69,52.01,17%,72%,67,152,24,0%,0%,78.3%,21.7%,0%,0%
20063632,Humanities,History,Yale University,Medieval Studies,13,4.25,8%,85%,11,6,1,0%,0%,100%,0%,0%,0%
20048990,Humanities,"History of Art, Architecture and Archaeology",Bryn Mawr College,History of Art,13,9.28,23%,69%,8,28,4.4,0%,16.7%,100%,0%,0%,0%
20019042,Humanities,"History of Art, Architecture and Archaeology",Case Western Reserve University,Art History,19,13.25,5%,58%,9,31,4.4,0%,0%,0%,0%,87.5%,0%
20057017,Humanities,"History of Art, Architecture and Archaeology",City University of New York Grad. Center,Art History,26,25.74,0%,100%,26,167,36,0%,0%,0%,0%,4.5%,0%
20057402,Humanities,"History of Art, Architecture and Archaeology",Columbia University In The City of New York,Architecture,8,7,25%,75%,7,21,3.2,0%,0%,100%,0%,0%,0%
20057415,Humanities,"History of Art, Architecture and Archaeology",Columbia University In The City of New York,Art History and Archaeology,23,20.36,9%,65%,22,158,15.4,0%,0%,46.7%,20%,0%,0%
20015538,Humanities,"History of Art, Architecture and Archaeology",Cornell University,Architecture,6,5.28,0%,67%,6,10,1.6,0%,30%,100%,0%,0%,0%
20015842,Humanities,"History of Art, Architecture and Archaeology",Cornell University,History of Art and Archeology,18,14.17,22%,56%,15,23,3.8,0%,34.8%,66.7%,0%,0%,0%
20030128,Humanities,"History of Art, Architecture and Archaeology",Duke University,Art History,17,11.06,6%,76%,13,28,4.6,0%,50%,25%,0%,0%,0%
20061919,Humanities,"History of Art, Architecture and Archaeology",Emory University,Art History,15,13.69,0%,87%,13,32,4.2,0%,3.1%,100%,0%,0%,0%
20027199,Humanities,"History of Art, Architecture and Archaeology",Florida State University,Art History,14,14,36%,64%,14,16,3.4,0%,100%,0%,0%,0%,0%
20066118,Humanities,"History of Art, Architecture and Archaeology",Harvard University,History of Art and Architecture,25,22.21,16%,,23,82,11.4,0%,0%,92.3%,7.7%,0%,0%
20060389,Humanities,"History of Art, Architecture and Archaeology",Illinois Institute of Technology,Architecture,33,31.5,39%,24%,30,16,3.4,0%,18.2%,6.7%,,,
20046329,Humanities,"History of Art, Architecture and Archaeology",Indiana University At Bloomington,Fine Arts-Art History,28,13.37,18%,75%,13,40,6,2.5%,30%,40%,20%,0%,0%
20056759,Humanities,"History of Art, Architecture and Archaeology",Johns Hopkins University,History of Art,7,5.94,14%,100%,7,39,4.6,,,*,*,*,*
20033332,Humanities,"History of Art, Architecture and Archaeology",Massachusetts Institute of Technology,"History, Theory and Criticism",11,11,0%,64%,11,31,3.8,0%,38.7%,66.7%,0%,0%,0%
20064369,Humanities,"History of Art, Architecture and Archaeology",New York University,History of Art and Archeology/IFA,39,29.19,3%,69%,23,179,23.8,0%,7%,46.2%,12.8%,0%,0%
20068789,Humanities,"History of Art, Architecture and Archaeology",Northwestern University,Art History,25,15.76,20%,72%,16,22,5.4,0%,31.8%,100%,0%,0%,0%
20029087,Humanities,"History of Art, Architecture and Archaeology",Ohio State University Main Campus,History of Art,17,16.66,0%,88%,17,35,7.25,23.1%,53.8%,30%,0%,0%,0%
20031185,Humanities,"History of Art, Architecture and Archaeology",Penn State University,Art History,27,13.68,4%,85%,12,24,2.2,7.1%,32.1%,66.7%,0%,0%,0%
20032362,Humanities,"History of Art, Architecture and Archaeology",Princeton University,Architecture,17,7.95,12%,71%,7,15,4,0%,0%,100%,0%,0%,0%
20032375,Humanities,"History of Art, Architecture and Archaeology",Princeton University,Art and Archaeology,32,19.12,9%,91%,20,50,9.6,0%,0%,92.3%,7.7%,0%,0%
20012379,Humanities,"History of Art, Architecture and Archaeology",Rutgers The State University of New Jersey New Brunswick Campus,Art History,15,15,20%,80%,15,57,7.8,6.8%,38.6%,50%,,,
20052384,Humanities,"History of Art, Architecture and Archaeology",Stanford University,Art History,22,16.29,14%,73%,15,33,4.8,3%,6.1%,100%,0%,0%,0%
20037396,Humanities,"History of Art, Architecture and Archaeology",State University of New York At Binghamton,Art History,15,7.81,27%,80%,7,36,5,0%,26.7%,0%,0%,100%,0%
20038078,Humanities,"History of Art, Architecture and Archaeology",State University of New York At Stony Brook,Art History and Criticism,7,6.36,14%,86%,6,22,3.4,4.5%,50%,0%,0%,10%,0%
20042190,Humanities,"History of Art, Architecture and Archaeology",Temple University,Art History,15,12,7%,60%,9,22,3.4,0%,27.8%,0%,0%,0%,0%
20060981,Humanities,"History of Art, Architecture and Archaeology",University of California-Berkeley,History of Art,22,12.97,5%,95%,14,50,8,0%,26%,71.4%,0%,0%,0%
20053037,Humanities,"History of Art, Architecture and Archaeology",University of California-Los Angeles,Archeology,40,14.89,10%,80%,21,18,6,0%,0%,20%,60%,0%,0%
20053053,Humanities,"History of Art, Architecture and Archaeology",University of California-Los Angeles,Art History,81,38.66,7%,85%,22,63,9.4,0%,14.8%,40%,20%,20%,0%
20053040,Humanities,"History of Art, Architecture and Archaeology",University of California-Los Angeles,Architecture,19,14.97,5%,89%,14,14,2.2,0%,0%,0%,0%,66.7%,0%
20070133,Humanities,"History of Art, Architecture and Archaeology",University of California-Santa Barbara,Art History,26,20.68,15%,85%,19,38,7.4,0%,13.2%,0%,0%,100%,0%
20014212,Humanities,"History of Art, Architecture and Archaeology",University of Chicago,Art History,45,20.42,18%,78%,23,91,9.4,0%,3.7%,88.9%,0%,0%,0%
20012094,Humanities,"History of Art, Architecture and Archaeology",University of Delaware,Art History,13,12.77,15%,77%,13,61,3.2,5.6%,8.1%,11.5%,,15.4%,
20019592,Humanities,"History of Art, Architecture and Archaeology",University of Georgia,Art,20,14.43,15%,55%,12,8,1.6,0%,50%,0%,0%,0%,0%
20038793,Humanities,"History of Art, Architecture and Archaeology",University of Illinois At Urbana-Champaign,Art History,26,16.1,23%,77%,17,18,1.2,6.3%,18.8%,0%,100%,0%,0%
20020510,Humanities,"History of Art, Architecture and Archaeology",University of Iowa,Art History,13,12.66,15%,77%,13,31,2.8,0%,0%,0%,33.3%,33.3%,0%
20051204,Humanities,"History of Art, Architecture and Archaeology",University of Kansas,History of Art,16,14,25%,75%,12,46,4.4,11.4%,25%,0%,0%,0%,0%
20026268,Humanities,"History of Art, Architecture and Archaeology",University of Louisville,Art History,11,8.25,0%,45%,6,15,2.67,30.8%,0%,0%,0%,0%,0%
20050001,Humanities,"History of Art, Architecture and Archaeology",University of Maryland College Park,Art History,23,19.37,22%,57%,16,48,7.2,0%,36.4%,28.6%,0%,14.3%,0%
20035495,Humanities,"History of Art, Architecture and Archaeology",University of Michigan-Ann Arbor,History of Art,56,23.95,18%,79%,25,22,5.6,6.3%,6.3%,0%,0%,0%,0%
20039637,Humanities,"History of Art, Architecture and Archaeology",University of Minnesota-Twin Cities,Art History,19,13.46,16%,63%,18,28,3.6,0%,0%,0%,0%,100%,0%
20025201,Humanities,"History of Art, Architecture and Archaeology",University of Missouri - Columbia,Art History and Archaeology,12,12,8%,58%,12,15,3.6,0%,40%,0%,0%,0%,0%
20015211,Humanities,"History of Art, Architecture and Archaeology",University of New Mexico Main Campus,Art History,10,10,60%,40%,10,9,1.2,0%,16.7%,0%,0%,0%,0%
20045087,Humanities,"History of Art, Architecture and Archaeology",University of North Carolina At Chapel Hill,Art History,18,11.3,17%,83%,10,15,4,6.7%,6.7%,0%,0%,0%,0%
20036957,Humanities,"History of Art, Architecture and Archaeology",University of Pennsylvania,History of Art,28,21.71,7%,71%,26,48,6.8,2%,11.2%,50%,0%,0%,0%
20049737,Humanities,"History of Art, Architecture and Archaeology",University of Pittsburgh Pittsburgh Campus,History of Art and Architecture,21,17.33,10%,81%,16,34,5.6,9.1%,30.3%,57.1%,0%,0%,0%
20067971,Humanities,"History of Art, Architecture and Archaeology",University of Southern California,Art History,20,15.85,25%,65%,17,34,6.6,5.3%,31.6%,62.5%,0%,25%,0%
20061320,Humanities,"History of Art, Architecture and Archaeology",University of Texas At Austin,Art History,18,16.97,17%,83%,18,60,6.6,0%,35%,30%,0%,0%,0%
20056076,Humanities,"History of Art, Architecture and Archaeology",University of Texas At Dallas,Aesthetic Studies,19,19,5%,74%,19,215,52.33,0%,0%,,50%,,
20023300,Humanities,"History of Art, Architecture and Archaeology",University of Virginia,History of Art,23,22.31,17%,83%,22,43,12.2,0%,0%,36.4%,0%,9.1%,0%
20059442,Humanities,"History of Art, Architecture and Archaeology",University of Washington,Art History,29,14.77,7%,93%,11,12,1.4,0%,44.4%,0%,0%,0%,0%
20030322,Humanities,"History of Art, Architecture and Archaeology",University of Wisconsin-Madison,Art History,13,11.92,15%,,13,25,3.2,0%,15%,0%,100%,0%,0%
20026585,Humanities,"History of Art, Architecture and Archaeology",University of Wisconsin-Milwaukee,Architecture,13,13,8%,77%,11,16,2.6,20%,50%,10%,,,
20017400,Humanities,"History of Art, Architecture and Archaeology",Virginia Commonwealth University,Art History,10,10,20%,70%,10,16,2.8,0%,66.7%,0%,0%,0%,0%
20069704,Humanities,"History of Art, Architecture and Archaeology",Washington University In St. Louis,Art History and Archaeology,20,11.26,25%,75%,10,11,1.6,0%,45.5%,0%,0%,0%,0%
20063551,Humanities,"History of Art, Architecture and Archaeology",Yale University,History of Art,27,21.67,22%,56%,21,59,12,0%,0%,81.8%,9.1%,9.1%,0%
20025117,Humanities,"Languages, Societies and Cultures",Brandeis University,Near Eastern and Judaic Studies,29,22.23,10%,76%,21,40,4.6,0%,0%,0%,0%,80%,0%
20018373,Humanities,"Languages, Societies and Cultures",Brown University,Italian Studies,14,6.43,14%,14%,5,9,2.33,0%,66.7%,0%,0%,0%,0%
20018496,Humanities,"Languages, Societies and Cultures",Brown University,Slavic Studies,10,6.45,0%,50%,6,4,N/D,0%,75%,*,*,*,*
20049009,Humanities,"Languages, Societies and Cultures",Bryn Mawr College,Russian,5,4.91,20%,60%,5,13,1.8,0%,33.3%,75%,0%,0%,0%
20057583,Humanities,"Languages, Societies and Cultures",Columbia University In The City of New York,East Asian Languages and Cultures,18,16.17,28%,61%,17,62,10,0%,0%,69.2%,30.8%,0%,0%
20057703,Humanities,"Languages, Societies and Cultures",Columbia University In The City of New York,Italian,6,5.02,33%,50%,5,26,3.2,0%,0%,100%,0%,0%,0%
20057758,Humanities,"Languages, Societies and Cultures",Columbia University In The City of New York,Middle East and Asian Languages And Cultures,16,14.46,13%,50%,15,36,5.4,0%,0%,66.7%,22.2%,0%,0%
20057871,Humanities,"Languages, Societies and Cultures",Columbia University In The City of New York,Slavic Languages,7,7,29%,57%,7,36,4,0%,0%,66.7%,0%,0%,0%
20015716,Humanities,"Languages, Societies and Cultures",Cornell University,East Asian Literature,10,7.88,20%,80%,10,19,3.25,0%,26.3%,100%,0%,0%,0%
20070890,Humanities,"Languages, Societies and Cultures",Cornell University,Medieval Studies,17,5.85,18%,82%,15,14,3,0%,21.4%,100%,0%,0%,0%
20065902,Humanities,"Languages, Societies and Cultures",Harvard University,Celtic Language and Literature,11,4.3,0%,,4,12,1.8,0%,0%,50%,0%,50%,0%
20066024,Humanities,"Languages, Societies and Cultures",Harvard University,East Asian Lang. & Civ.,27,21.62,0%,,26,85,8.6,0%,0%,57.1%,28.6%,14.3%,0%
20066147,Humanities,"Languages, Societies and Cultures",Harvard University,Inner Asian & Altaic Studies,19,5.35,5%,,14,9,1,0%,0%,100%,0%,0%,0%
20066228,Humanities,"Languages, Societies and Cultures",Harvard University,Middle Eastern Studies,36,12.85,6%,,20,36,4.8,0%,0%,66.7%,33.3%,0%,0%
20066422,Humanities,"Languages, Societies and Cultures",Harvard University,Sanskrit and Indian Studies,4,0.61,25%,,3,13,2,0%,0%,50%,50%,0%,0%
20066257,Humanities,"Languages, Societies and Cultures",Harvard University,Near Eastern Languages and Civilizations,N/D,0.42,,,N/D,78,9.2,0%,0%,100%,0%,0%,
20066435,Humanities,"Languages, Societies and Cultures",Harvard University,Slavic Languages and Literature,12,10.77,17%,,11,19,3,0%,0%,100%,0%,0%,0%
20046196,Humanities,"Languages, Societies and Cultures",Indiana University At Bloomington,Central Eurasian Studies,31,13.29,10%,81%,17,24,4.6,0%,0%,0%,0%,0%,0%
20046219,Humanities,"Languages, Societies and Cultures",Indiana University At Bloomington,Chinese,8,3.79,13%,63%,5,11,2.4,0%,18.2%,66.7%,0%,0%,0%
20046442,Humanities,"Languages, Societies and Cultures",Indiana University At Bloomington,Italian,14,5.71,21%,71%,6,24,4.6,0%,66.7%,0%,0%,0%,0%
20046455,Humanities,"Languages, Societies and Cultures",Indiana University At Bloomington,Japanese,18,8.15,11%,89%,11,8,0.25,0%,12.5%,0%,0%,0%,0%
20046549,Humanities,"Languages, Societies and Cultures",Indiana University At Bloomington,Near Eastern Languages & Cultures,20,6.64,5%,95%,7,16,4.8,0%,42.9%,0%,0%,0%,0%
20046659,Humanities,"Languages, Societies and Cultures",Indiana University At Bloomington,Slavic Languages & Literature,14,7.38,14%,86%,9,17,1.4,0%,47.1%,25%,0%,0%,0%
20056814,Humanities,"Languages, Societies and Cultures",Johns Hopkins University,Italian,4,3.9,0%,100%,4,14,2.4,7.1%,42.9%,0%,0%,0%,0%
20056885,Humanities,"Languages, Societies and Cultures",Johns Hopkins University,Near Eastern Studies,7,7,0%,100%,7,26,4,0%,0%,0%,0%,100%,0%
20064343,Humanities,"Languages, Societies and Cultures",New York University,Hebrew and Judaic Studies,14,10.65,7%,86%,10,67,7.8,1.4%,33.8%,12.5%,0%,0%,0%
20064372,Humanities,"Languages, Societies and Cultures",New York University,Institute for French Studies,10,3.32,0%,90%,2,23,3.8,0%,39.1%,100%,0%,0%,0%
20064385,Humanities,"Languages, Societies and Cultures",New York University,Italian Studies,6,6,17%,83%,6,29,3.4,0%,44.8%,100%,0%,0%,0%
20064437,Humanities,"Languages, Societies and Cultures",New York University,Middle Eastern and Islamic Studies,17,13.51,12%,65%,15,19,3.2,0%,42.1%,100%,0%,0%,0%
20064550,Humanities,"Languages, Societies and Cultures",New York University,Program in History & Middle Eastern Studies,4,2.46,25%,75%,2,22,2.6,0%,36.4%,100%,0%,0%,0%
20069076,Humanities,"Languages, Societies and Cultures",Northwestern University,Slavic Languages and Literatures,11,9.71,27%,45%,10,11,2.8,0%,45.5%,100%,0%,0%,0%
20028910,Humanities,"Languages, Societies and Cultures",Ohio State University Main Campus,East Asian Languages and Literatures,27,19.97,7%,85%,20,33,7.75,16.1%,71%,10%,0%,0%,0%
20029333,Humanities,"Languages, Societies and Cultures",Ohio State University Main Campus,Slavic and East European Languages and Literatures,8,7.28,25%,75%,8,28,5,3.7%,88.9%,40%,0%,0%,0%
20032469,Humanities,"Languages, Societies and Cultures",Princeton University,East Asian Studies,18,11.48,0%,78%,14,24,4.6,0%,0%,100%,0%,0%,0%
20032605,Humanities,"Languages, Societies and Cultures",Princeton University,Near Eastern Studies,17,9.96,6%,82%,10,24,5.4,0%,0%,0%,0%,0%,0%
