Program ID,Broad Field,Field,Institution Name,Program Name,R Rankings:  5th Percentile,R Rankings:  95th Percentile,S Rankings:  5th Percentile,S Rankings:  95th Percentile,Research Activity:  5th Percentile,Research Activity: 95th Percentile,"Student Support
& Outcomes:  5th Percentile","Student Support & Outcomes:  95th
Percentile",Diversity: 5th Percentile,Diversity:  95th Percentile
20036986,Engineering,Materials Science and Engineering,University of Pennsylvania,Materials Science and Engineering,18,38,11,35,18,55,1,19,25,48
20049805,Engineering,Materials Science and Engineering,University of Pittsburgh Pittsburgh Campus,Materials Science and Engineering,32,58,42,70,59,79,18,58,7,18
20068226,Engineering,Materials Science and Engineering,University of Southern California,Materials Science,13,37,18,49,6,38,41,71,18,32
20032841,Engineering,Materials Science and Engineering,University of Southern Mississippi,Polymer Science & Engineering,45,73,67,81,32,74,36,71,59,73
20045883,Engineering,Materials Science and Engineering,University of Tennessee,Materials Science and Engineering,38,63,30,58,32,69,9,38,30,54
20061663,Engineering,Materials Science and Engineering,University of Texas At Austin,Materials Science and Engineering,12,26,10,37,4,32,61,80,23,43
20047629,Engineering,Materials Science and Engineering,University of Utah,Materials Science and Engineering,42,68,41,75,17,66,64,82,59,75
20047661,Engineering,Materials Science and Engineering,University of Utah,Metallurgical Engineering,48,74,32,66,31,73,18,62,69,80
20023478,Engineering,Materials Science and Engineering,University of Virginia,Materials Science & Engineering,34,58,47,74,31,71,6,50,69,77
20059769,Engineering,Materials Science and Engineering,University of Washington,Materials Science and Engineering,39,64,36,64,29,72,48,70,36,63
20030814,Engineering,Materials Science and Engineering,University of Wisconsin-Madison,Materials Science,23,43,22,54,10,56,23,61,26,44
20030856,Engineering,Materials Science and Engineering,University of Wisconsin-Madison,Metallurgical Engineering,14,70,16,66,10,49,7,37,70,81
20052009,Engineering,Materials Science and Engineering,Vanderbilt University,Int. Material Science,42,70,4,23,10,53,17,58,40,62
20044651,Engineering,Materials Science and Engineering,Virginia Polytechnic Institute And State University,Materials Science and Engineering,54,79,41,72,33,74,26,56,29,55
20044680,Engineering,Materials Science and Engineering,Virginia Polytechnic Institute And State University,Mining Engineering,60,76,66,80,76,83,5,30,77,82
20058508,Engineering,Materials Science and Engineering,Washington State University,Materials Science Engineering,16,38,20,51,8,49,4,39,60,71
20035026,Engineering,Mechanical Engineering,Arizona State University,Mechanical Engineering,34,74,17,49,20,64,4,41,14,32
20037985,Engineering,Mechanical Engineering,Auburn University,Mechanical Engineering,83,118,77,111,84,122,4,43,40,100
20059219,Engineering,Mechanical Engineering,Boston University,Manufacturing & Mechanical Engineering,65,97,61,100,39,92,74,109,42,98
20066710,Engineering,Mechanical Engineering,Brigham Young University,Mechanical Engineering,89,118,70,112,34,98,94,121,114,123
20018292,Engineering,Mechanical Engineering,Brown University,Engineering: Solid Mechanics,5,24,1,4,1,2,27,88,44,97
20032870,Engineering,Mechanical Engineering,California Institute of Technology,Applied Mechanics,19,93,1,3,1,5,1,18,2,9
20033073,Engineering,Mechanical Engineering,California Institute of Technology,Mechanical Engineering,7,18,7,18,7,24,5,42,16,40
20037309,Engineering,Mechanical Engineering,Carnegie Mellon University,Mechanical Engineering,29,89,10,37,20,66,7,37,57,102
20019194,Engineering,Mechanical Engineering,Case Western Reserve University,Mechanical Engineering,20,62,29,70,19,64,65,98,74,110
20052245,Engineering,Mechanical Engineering,Catholic University of America,Mechanical Engineering,73,111,89,122,49,117,80,118,127,127
20057282,Engineering,Mechanical Engineering,City University of New York Grad. Center,Mechanical Engineering,78,117,68,102,55,106,14,54,2,10
20030254,Engineering,Mechanical Engineering,Clarkson University,Mechanical Engineering,83,119,58,107,28,99,78,108,99,121
20017002,Engineering,Mechanical Engineering,Clemson University,Mechanical Engineering,95,122,74,106,65,111,32,80,13,32
20066914,Engineering,Mechanical Engineering,Cleveland State University,Engineering (Other),109,125,120,127,90,123,123,127,57,103
20056393,Engineering,Mechanical Engineering,Colorado State University,Mechanical Engineering,32,70,119,125,121,127,93,112,119,123
20057732,Engineering,Mechanical Engineering,Columbia University In The City of New York,Mechanical Engineering,35,106,13,36,6,24,80,117,67,113
20015923,Engineering,Mechanical Engineering,Cornell University,Mechanical Engineering,14,29,9,28,5,25,51,91,44,90
20027128,Engineering,Mechanical Engineering,Drexel University,Mechanical Engineering,35,79,23,54,36,91,4,36,36,74
20030034,Engineering,Mechanical Engineering,Duke University,Mechanical Engineering and Materials Science,12,25,13,37,14,46,8,36,30,74
20044266,Engineering,Mechanical Engineering,Florida Atlantic University,Mechanical Engineering,107,126,126,127,105,124,96,120,81,113
20044282,Engineering,Mechanical Engineering,Florida Atlantic University,Ocean Engineering,111,126,71,115,48,116,55,99,6,17
20034661,Engineering,Mechanical Engineering,Florida International University,Mechanical Engineering,87,126,41,81,40,100,9,40,1,1
20027322,Engineering,Mechanical Engineering,Florida State University,Mechanical Engineering,46,101,14,45,17,63,1,17,7,20
20019453,Engineering,Mechanical Engineering,George Washington University,Mechanical Engineering,76,119,116,126,71,113,125,127,18,41
20062992,Engineering,Mechanical Engineering,Georgia Institute of Technology,Mechanical Engineering,5,18,11,33,17,63,44,80,80,112
20060460,Engineering,Mechanical Engineering,Illinois Institute of Technology,Mechanical & Aerospace Engineering,97,122,98,120,80,120,82,114,50,107
20016582,Engineering,Mechanical Engineering,Iowa State University,Mechanical Engineering,37,71,63,106,51,111,114,121,51,103
20056843,Engineering,Mechanical Engineering,Johns Hopkins University,Mechanical Engineering,10,24,7,20,4,20,40,82,75,110
20028651,Engineering,Mechanical Engineering,Kansas State University,Mechanical Engineering,86,113,69,110,56,116,78,111,18,45
20039530,Engineering,Mechanical Engineering,Lehigh University,Mechanical Engineering and Mechanics,77,107,76,109,76,117,14,58,48,98
20058197,Engineering,Mechanical Engineering,Louisiana State University And Agricultural And Mechanical College,Mechanical Engineering,96,121,28,72,21,75,49,86,15,37
20040943,Engineering,Mechanical Engineering,Marquette University,Mechanical Engineering,103,123,123,126,123,127,11,73,43,88
20033387,Engineering,Mechanical Engineering,Massachusetts Institute of Technology,Mechanical Engineering,1,3,7,19,11,37,40,85,65,105
20047085,Engineering,Mechanical Engineering,Michigan State University,Mechanical Engineering,44,83,37,75,45,103,10,45,20,44
20022330,Engineering,Mechanical Engineering,Michigan Technological University,Mechanical Engineering - Engineering Mechanics,66,104,77,113,75,120,43,82,58,107
20064822,Engineering,Mechanical Engineering,New Jersey Institute of Technology,Mechanical Engineering,72,108,75,105,78,115,33,89,33,84
20024532,Engineering,Mechanical Engineering,Mississippi State University,Mechanical Engineering (degree: PhD in Engineering),32,91,32,75,26,88,1,11,114,123
20062264,Engineering,Mechanical Engineering,New Mexico State University Main Campus,Mechanical Engineering,66,100,98,120,92,123,77,108,105,119
20041531,Engineering,Mechanical Engineering,North Carolina State University,Mechanical Engineering,27,66,36,83,31,88,12,74,32,67
20031923,Engineering,Mechanical Engineering,Northeastern University,Mechanical & Industrial Engineering - Industrial,42,91,82,108,71,111,75,106,6,20
20068983,Engineering,Mechanical Engineering,Northwestern University,Mechanical Engineering,3,6,2,5,2,7,7,40,41,85
20029155,Engineering,Mechanical Engineering,Ohio State University Main Campus,Mechanical Engineering,26,64,26,64,20,64,99,118,48,98
20042048,Engineering,Mechanical Engineering,Oklahoma State University Main Campus,Mechanical Engineering,88,118,87,114,78,118,13,59,88,119
20071035,Engineering,Mechanical Engineering,Old Dominion University,Mechanical Engineering,57,120,112,124,97,126,85,111,39,79
20018865,Engineering,Mechanical Engineering,Oregon State University,Mechanical Engineering,17,48,81,116,77,120,99,122,102,119
20031130,Engineering,Mechanical Engineering,Penn State University,Acoustics,29,58,50,98,39,107,65,94,54,109
20031567,Engineering,Mechanical Engineering,Penn State University,Mechanical Engineering,12,28,18,51,26,80,9,44,89,116
20032579,Engineering,Mechanical Engineering,Princeton University,Mechanical and Aerospace Engineering,5,10,3,10,3,12,5,34,21,45
20055967,Engineering,Mechanical Engineering,Purdue University Main Campus,Mechanical Engineering,6,19,17,45,20,71,57,88,43,90
20044952,Engineering,Mechanical Engineering,Rensselaer Polytechnic Institute,Mechanical Engineering,15,43,32,75,28,85,80,117,74,109
20041188,Engineering,Mechanical Engineering,Rice University,Mechanical Engineering,20,52,19,44,24,62,35,78,5,14
20012641,Engineering,Mechanical Engineering,Rutgers The State University of New Jersey New Brunswick Campus,Mechanical and Aerospace Engineering,67,103,85,114,70,113,84,105,13,29
20040516,Engineering,Mechanical Engineering,Southern Illinois University Carbondale,Mechanical & Energy Processes,124,127,97,120,87,123,68,113,2,10
20043306,Engineering,Mechanical Engineering,Southern Methodist University,Mechanical Engineering,83,121,63,103,64,112,62,111,92,121
20052737,Engineering,Mechanical Engineering,Stanford University,Mechanical Engineering,2,6,2,5,2,9,20,56,48,95
20063182,Engineering,Mechanical Engineering,San Diego State University-University of California San Diego,Applied Mechanics,28,78,26,68,21,65,31,65,43,97
20037529,Engineering,Mechanical Engineering,State University of New York At Binghamton,Mechanical Engineering,40,88,51,91,27,78,110,122,53,102
20038612,Engineering,Mechanical Engineering,State University of New York At Buffalo,Mechanical Engineering,22,60,34,72,38,91,19,76,67,113
20038269,Engineering,Mechanical Engineering,State University of New York At Stony Brook,Mechanical Engineering,42,81,37,74,42,93,49,94,48,106
20037710,Engineering,Mechanical Engineering,Stevens Institute of Technology,Ocean Engineering,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20022628,Engineering,Mechanical Engineering,Syracuse University Main Campus,Mechanical Engineering,99,123,74,109,65,115,72,109,7,19
20021917,Engineering,Mechanical Engineering,Texas A & M University,Mechanical Engineering,11,31,16,47,15,52,101,118,25,56
20022877,Engineering,Mechanical Engineering,Texas Tech University,Mechanical Engineering,66,109,96,119,99,124,42,96,42,95
20029702,Engineering,Mechanical Engineering,Tufts University,Mechanical Engineering,30,63,38,80,44,104,2,41,31,71
20071129,Engineering,Mechanical Engineering,University of Akron,Mechanical Engineering,95,123,81,115,66,116,33,76,36,91
20041803,Engineering,Mechanical Engineering,University of Alabama,Mechanical Engineering,75,111,57,108,34,105,28,80,75,115
20043209,Engineering,Mechanical Engineering,University of Alabama In Huntsville,Mechanical Engineering,55,93,118,126,78,119,121,124,124,126
20034111,Engineering,Mechanical Engineering,University of Arizona,Mechanical Engineering,115,126,110,121,112,124,100,117,2,6
20061074,Engineering,Mechanical Engineering,University of California-Berkeley,Mechanical Engineering,1,3,5,14,5,22,39,77,39,76
20067285,Engineering,Mechanical Engineering,University of California-Davis,Mechanical & Aeronautical Engineering,24,59,52,93,36,95,51,88,107,120
20049258,Engineering,Mechanical Engineering,University of California-Irvine,Mechanical and Aerospace Engineering,28,69,32,76,15,56,74,102,45,93
20060240,Engineering,Mechanical Engineering,University of California-Los Angeles,Mechanical Engineering,9,23,20,51,15,57,108,119,48,99
20048880,Engineering,Mechanical Engineering,University of California-Riverside,Mechanical Engineering,73,112,13,37,12,41,18,66,5,16
20065698,Engineering,Mechanical Engineering,University of California-San Diego,Mechanical and Aerospace Engineering,7,17,8,23,5,19,56,94,26,57
20070340,Engineering,Mechanical Engineering,University of California-Santa Barbara,Mechanical Engineering,6,15,6,15,4,18,9,49,40,87
20013983,Engineering,Mechanical Engineering,University of Central Florida,Mechanical Engineering,74,110,28,71,40,108,2,23,16,37
20032168,Engineering,Mechanical Engineering,University of Cincinnati Main Campus,Mechanical engineering,58,90,53,96,48,107,14,56,42,99
20064055,Engineering,Mechanical Engineering,University of Colorado At Boulder,Mechanical Engineering,9,19,13,40,11,43,22,65,46,89
20024150,Engineering,Mechanical Engineering,University of Connecticut,Mechanical Engineering PhD,41,79,63,104,26,76,121,126,88,117
20055572,Engineering,Mechanical Engineering,University of Dayton,Mechanical Engineering,45,79,110,124,91,123,112,122,120,124
